"score_review","CarimboTripAdvisor","Patrocinado","Breakfast","WiFi_gratuito","Estacionamento_gratuito","Piscina","Restaurante","Servico_quartos","Tomar_medidas_seguranca","Visitar_website_hotel","logavaliacoes","n_bin_true","CarimboTripAdvisor_x_logavaliacoes"
4.5,0,0,0,1,1,0,0,0,1,0,-0.164666351184477,-0.235157325004494,-0.708533549793646
5,1,1,1,1,1,1,1,0,1,0,0.00551498014956632,3.02259542585394,1.03627539094129
4,0,0,0,1,0,1,0,0,0,0,1.12726794183133,-0.886707875176182,-0.708533549793646
3.5,0,0,0,1,1,0,0,0,0,0,-0.283380880975769,-0.886707875176182,-0.708533549793646
4,0,0,0,1,1,0,0,0,1,1,0.346607443522052,0.416393225167193,-0.708533549793646
4,1,0,0,1,1,0,0,0,0,1,0.0582002360921196,0.416393225167193,1.06803338389694
3.5,0,0,0,0,1,1,0,0,0,0,0.760462629081636,-0.886707875176182,-0.708533549793646
4.5,0,1,0,1,1,1,1,0,0,0,-0.785113960018029,1.06794377533888,-0.708533549793646
4,0,0,0,0,0,0,0,0,0,0,0.375318348330035,-2.18980897551956,-0.708533549793646
3.5,0,0,0,0,1,1,0,0,0,0,-0.090223902308629,-0.886707875176182,-0.708533549793646
4.5,0,0,0,1,1,0,0,0,0,0,-0.37751779443259,-0.886707875176182,-0.708533549793646
2.5,0,0,0,1,0,1,0,0,0,0,-0.206517931274435,-0.886707875176182,-0.708533549793646
2.5,0,0,0,0,0,0,0,0,0,0,-2.19781700486591,-2.18980897551956,-0.708533549793646
4.5,0,0,0,1,1,0,0,0,1,0,1.12758452735999,-0.235157325004494,-0.708533549793646
4.5,1,0,0,1,1,0,0,0,1,1,1.3532994769448,1.06794377533888,1.84870250720377
4.5,1,0,0,0,1,1,0,0,1,0,1.30957507548477,0.416393225167193,1.82234600178844
4.5,0,0,0,1,1,0,0,0,1,1,0.269744493820718,0.416393225167193,-0.708533549793646
4,1,0,0,1,1,0,0,0,1,1,-0.21113483639785,1.06794377533888,0.905681675020881
4.5,1,0,0,0,1,1,0,0,1,0,0.813691145462034,0.416393225167193,1.52343356272477
5,0,0,1,1,1,0,0,0,1,0,0.385234457335218,0.416393225167193,-0.708533549793646
5,1,0,1,1,1,0,0,0,1,0,0.109517690028951,1.06794377533888,1.09896688344006
4,1,0,0,1,1,0,0,0,0,0,0.157152277941082,-0.235157325004494,1.12768039883056
4.5,0,0,0,0,1,1,0,0,1,1,-0.763587357097487,0.416393225167193,-0.708533549793646
4.5,0,0,0,1,1,0,0,0,1,1,-0.206517931274435,0.416393225167193,-0.708533549793646
4.5,1,0,0,1,1,0,0,0,1,1,0.450850955840165,1.06794377533888,1.3047181749016
4.5,0,0,0,1,1,0,0,0,0,0,-0.792501090550311,-0.886707875176182,-0.708533549793646
4.5,0,0,0,1,1,0,0,0,1,1,-0.450617539924978,0.416393225167193,-0.708533549793646
4.5,0,0,1,1,0,0,1,0,0,0,0.462397872361027,-0.235157325004494,-0.708533549793646
3,0,0,0,1,1,0,0,0,0,0,-0.230042208361433,-0.886707875176182,-0.708533549793646
3.5,0,0,0,1,1,0,0,0,1,1,-0.129983346544391,0.416393225167193,-0.708533549793646
4,1,0,0,0,1,1,0,0,1,0,0.806512297655503,0.416393225167193,1.51910624583144
3.5,0,0,1,1,1,0,0,0,0,1,0.0921509827108194,0.416393225167193,-0.708533549793646
4,0,0,0,1,1,0,0,0,0,0,-0.493662638048606,-0.886707875176182,-0.708533549793646
3.5,0,0,0,1,1,0,0,0,0,0,0.42303718538477,-0.886707875176182,-0.708533549793646
4.5,1,1,0,1,1,1,1,0,1,0,1.12169490706941,2.37104487568226,1.70909425880465
3,0,0,0,1,1,0,0,0,0,0,-1.08857033571837,-0.886707875176182,-0.708533549793646
3,0,0,0,0,0,0,1,0,0,0,-0.410994940707743,-1.53825842534787,-0.708533549793646
2.5,0,0,0,1,0,1,0,0,0,0,-0.597825409377149,-0.886707875176182,-0.708533549793646
2.5,0,0,0,1,0,0,0,0,0,0,-0.864427146546174,-1.53825842534787,-0.708533549793646
4.5,1,0,0,1,1,0,0,0,1,0,-0.139936215732545,0.416393225167193,0.948599285519088
5,0,0,0,1,1,0,0,0,0,0,-0.645349180044484,-0.886707875176182,-0.708533549793646
4.5,1,0,0,1,1,0,0,0,1,0,1.15812039119492,0.416393225167193,1.73105107096336
5,1,0,1,1,1,0,0,0,1,0,0.00401083966993702,1.06794377533888,1.03536871445464
4.5,1,0,0,1,1,0,0,0,1,1,0.173502011235696,1.06794377533888,1.13753580724621
4.5,0,0,0,1,1,0,0,0,1,1,0.601467969071262,0.416393225167193,-0.708533549793646
4,1,0,0,1,1,0,0,0,0,0,0.489293747872501,-0.235157325004494,1.32789099425526
4,0,0,1,1,1,0,0,0,0,0,0.0304146532029464,-0.235157325004494,-0.708533549793646
4.5,1,0,0,1,1,0,0,0,1,0,0.245284005346538,0.416393225167193,1.18080506773534
4.5,0,0,0,1,1,0,0,0,1,1,1.00394362616468,0.416393225167193,-0.708533549793646
4.5,1,0,0,1,1,0,0,0,1,0,0.515353311019961,0.416393225167193,1.34359936290715
4,0,0,0,0,1,1,0,0,1,0,1.2506398235058,-0.235157325004494,-0.708533549793646
4.5,1,0,1,1,1,0,0,0,1,1,0.117979360573846,1.71949432551057,1.10406746933929
4.5,0,0,0,1,1,0,0,0,1,1,-0.540777869413387,0.416393225167193,-0.708533549793646
4,0,0,0,0,1,1,0,0,0,0,0.781807693947394,-0.886707875176182,-0.708533549793646
4.5,1,0,0,0,1,1,0,0,1,0,0.824850411723107,0.416393225167193,1.53016022453876
3.5,0,0,0,1,1,0,0,0,0,0,-0.302508460958444,-0.886707875176182,-0.708533549793646
4.5,0,0,0,1,1,0,0,0,1,0,0.662162965352716,-0.235157325004494,-0.708533549793646
5,0,0,0,1,1,0,0,0,1,0,-0.218141352491632,-0.235157325004494,-0.708533549793646
4,0,0,0,1,0,1,0,0,0,0,0.713731265717946,-0.886707875176182,-0.708533549793646
3,0,0,0,1,1,0,0,0,0,0,-0.799999309908025,-0.886707875176182,-0.708533549793646
3.5,0,0,1,1,0,1,0,0,0,0,-0.156285949027159,-0.235157325004494,-0.708533549793646
4.5,0,0,0,1,1,0,0,0,1,0,0.390119528369921,-0.235157325004494,-0.708533549793646
4.5,0,1,0,0,1,1,1,1,1,0,1.08670988464104,1.71949432551057,-0.708533549793646
3,0,0,0,1,0,1,0,0,0,0,-0.807612010311101,-0.886707875176182,-0.708533549793646
3.5,0,0,0,1,0,0,1,0,0,0,-1.02536912255462,-0.886707875176182,-0.708533549793646
3.5,0,0,0,1,0,1,0,0,1,0,0.116779306586926,-0.235157325004494,-0.708533549793646
2.5,0,0,0,0,1,0,1,0,0,0,-0.563759918265733,-0.886707875176182,-0.708533549793646
2.5,0,0,0,1,0,1,0,0,0,0,-0.785113960018029,-0.886707875176182,-0.708533549793646
4,0,1,0,1,0,0,1,1,1,0,0.75947034578723,1.06794377533888,-0.708533549793646
4,0,0,0,0,1,1,0,0,1,0,0.802276404054474,-0.235157325004494,-0.708533549793646
4.5,1,0,0,1,1,0,0,0,1,1,0.990794194916862,1.06794377533888,1.63018899735991
5,1,0,0,1,1,0,0,0,1,1,-0.540777869413387,1.06794377533888,0.706977105154087
4.5,0,0,1,1,1,0,0,0,1,1,0.0431101048156615,1.06794377533888,-0.708533549793646
4.5,0,0,0,1,1,0,0,0,1,0,0.337430088916591,-0.235157325004494,-0.708533549793646
4.5,0,0,0,1,0,1,0,0,1,1,-0.477576656249633,0.416393225167193,-0.708533549793646
4.5,1,0,0,1,1,0,0,0,1,0,0.00250214807754095,0.416393225167193,1.03445929461589
4.5,1,0,0,1,1,0,0,0,1,1,0.63401747886426,1.06794377533888,1.41512859322154
4,0,0,0,1,1,0,0,0,1,0,0.00850971702495496,-0.235157325004494,-0.708533549793646
4.5,0,0,0,0,1,1,0,0,1,0,0.994320973607859,-0.235157325004494,-0.708533549793646
4,1,0,0,1,1,0,0,0,0,0,0.623691887640899,-0.235157325004494,1.40890445997082
4,0,0,0,1,0,0,1,0,1,0,0.142535473737327,-0.235157325004494,-0.708533549793646
