"score_review","CarimboTripAdvisor","Patrocinado","Breakfast","WiFi_gratuito","Estacionamento_gratuito","Piscina","Restaurante","Servico_quartos","Tomar_medidas_seguranca","Visitar_website_hotel","logavaliacoes","n_bin_true","CarimboTripAdvisor_x_logavaliacoes"
4,0,0,0,1,1,0,0,0,0,0,5.15905529921453,2,0
4.5,1,1,0,1,1,1,1,0,1,0,8.04334217044161,7,8.04334217044161
4.5,1,0,0,1,1,0,0,0,1,1,3.89182029811063,5,3.89182029811063
3.5,0,0,0,1,1,0,0,0,0,0,5.36597601502185,2,0
3.5,0,0,0,1,1,0,0,0,0,0,5.72031177660741,2,0
4,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0
2.5,0,0,0,1,0,0,1,0,0,0,4.12713438504509,2,0
2.5,0,0,0,1,0,0,1,0,0,0,4.00733318523247,2,0
2.5,0,0,0,1,0,0,0,1,0,0,0.693147180559945,2,0
2.5,0,0,0,1,0,1,0,0,0,0,4.60517018598809,2,0
4.5,0,0,0,0,1,1,0,0,0,1,2.89037175789616,3,0
4.5,1,0,0,1,1,0,0,0,1,0,7.2211050981825,4,7.2211050981825
4.5,1,0,0,1,1,0,0,0,1,0,6.53087762772588,4,6.53087762772588
4,0,0,0,1,0,1,0,0,0,0,3.55534806148941,2,0
4.5,1,0,0,1,1,0,0,0,1,0,6.62406522779989,4,6.62406522779989
4,0,0,0,1,1,0,0,0,0,0,5.04342511691925,2,0
4.5,0,0,0,1,1,0,0,0,0,0,0.693147180559945,2,0
4.5,1,0,0,1,1,0,0,0,0,0,6.75693238924755,3,6.75693238924755
3.5,0,0,0,1,1,0,0,0,0,0,5.12989871492307,2,0
5,0,0,0,0,0,0,0,0,0,0,0.681130073390408,0,0
4.5,0,0,0,1,0,1,0,0,0,0,6.07534603108868,2,0
3.5,0,0,0,1,1,0,0,0,0,0,5.50125821054473,2,0
3.5,0,0,1,1,1,0,0,0,0,0,4.4188406077966,3,0
5,1,0,1,1,1,0,0,0,0,1,3.40119738166216,5,3.40119738166216
4.5,0,0,0,1,1,0,0,0,0,0,5.64897423816121,2,0
3,0,0,1,0,1,1,0,0,0,0,4.75359019110636,3,0
3,0,0,0,1,0,0,1,0,0,0,2.83321334405622,2,0
4.5,0,0,0,1,1,0,0,0,0,0,2.39789527279837,2,0
3,0,0,0,0,1,1,0,0,0,0,5.35185813347607,2,0
2.5,0,0,0,1,0,0,1,0,0,0,2.70805020110221,2,0
5,0,0,0,1,0,1,0,0,0,0,3.29583686600433,2,0
4.5,1,0,0,1,1,0,0,0,0,0,5.64897423816121,3,5.64897423816121
4.5,1,0,0,1,1,0,0,0,0,0,5.06890420222023,3,5.06890420222023
5,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0
4,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0
4.5,0,0,0,1,0,0,0,0,0,0,3.40119738166216,1,0
4.5,1,0,0,1,1,0,0,0,1,1,6.2363695902037,5,6.2363695902037
4.5,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0
3.5,0,0,1,1,1,0,0,0,0,1,4.12713438504509,4,0
4.5,0,0,0,1,1,0,0,0,1,1,4.59511985013459,4,0
3,0,0,0,0,0,0,1,1,1,0,4.44265125649032,3,0
5,1,0,0,1,1,0,0,0,1,1,5.19849703126583,5,5.19849703126583
4,0,0,0,0,0,0,0,0,0,0,0.681130073390408,0,0
4,0,0,0,1,1,0,0,0,0,0,3.91202300542815,2,0
3,0,0,0,1,1,0,0,0,0,0,3.04452243772342,2,0
3.5,0,0,0,1,0,0,0,0,0,0,4.17438726989564,1,0
4,0,0,0,1,1,0,0,0,1,1,4.15888308335967,4,0
4,0,0,0,1,0,1,0,0,0,0,2.07944154167984,2,0
4,0,0,0,1,1,0,0,0,0,0,6.51767127291227,2,0
3.5,0,0,0,1,1,0,0,0,0,0,4.00733318523247,2,0
4.5,0,1,0,0,1,1,1,1,1,0,7.97418866928601,6,0
3,0,0,0,1,0,0,1,0,0,0,1.6094379124341,2,0
3,0,0,0,0,0,1,1,0,0,0,5.4249500174814,2,0
2.5,0,0,0,0,0,1,1,0,0,0,3.8286413964891,2,0
2.5,0,0,1,1,1,0,0,0,0,0,2.83321334405622,3,0
4,0,0,0,1,1,0,0,0,0,0,6.51767127291227,2,0
4,0,0,0,1,1,0,0,0,0,0,5.51342874616498,2,0
4,0,0,0,0,1,1,0,0,0,0,4.53259949315326,2,0
3,0,0,1,1,0,1,0,0,0,0,3.3322045101752,3,0
3.5,0,0,0,1,1,0,0,0,0,0,4.27666611901606,2,0
5,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0
3.5,0,0,0,1,0,1,0,0,0,0,4.75359019110636,2,0
4,0,0,0,0,0,0,0,0,0,0,0.681130073390408,0,0
3,0,0,0,1,1,0,0,0,0,0,5.22035582507832,2,0
4,0,0,0,0,0,0,0,0,0,0,0.681130073390408,0,0
3.5,0,0,0,1,0,1,0,0,0,0,3.76120011569356,2,0
5,0,0,0,0,0,0,0,0,0,0,0.681130073390408,0,0
3.5,0,0,0,1,0,0,1,0,0,0,1.94591014905531,2,0
2.5,0,0,0,1,0,1,0,0,0,0,2.30258509299405,2,0
2.5,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0
2.5,0,0,0,0,0,0,1,1,0,0,3.29583686600433,2,0
2.5,0,0,0,0,0,0,0,0,0,0,0.681130073390408,0,0
2.5,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0
2.5,0,0,0,0,0,0,0,0,0,0,0.681130073390408,0,0
2.5,0,0,0,0,0,0,0,0,0,0,0.681130073390408,0,0
5,0,0,0,0,0,0,0,0,0,0,0.681130073390408,0,0
4,0,0,0,1,0,1,0,0,0,0,1.79175946922805,2,0
3,0,0,0,1,0,0,1,0,0,0,2.39789527279837,2,0
5,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0
3,0,0,0,0,0,0,0,1,0,0,2.30258509299405,1,0
3,0,0,0,1,0,1,0,0,0,0,3.8286413964891,2,0
2.5,0,0,0,0,0,0,0,0,0,0,0.681130073390408,0,0
2.5,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0
2.5,0,0,0,0,0,0,0,0,0,0,0.681130073390408,0,0
2.5,0,0,0,1,0,0,1,0,0,0,3.98898404656427,2,0
2.5,0,0,0,1,1,0,0,0,0,0,0.693147180559945,2,0
2.5,0,0,0,0,0,1,0,0,0,0,2.30258509299405,1,0
2.5,0,0,0,1,0,0,1,0,0,0,4.49980967033027,2,0
