"model_id","modelo","RMSE","MAE","R2","PCT_0_5"
"rf","Random Forest (mtry=3)",0.495337837863599,0.360667635823186,0.517240785165355,0.736214795995918
"lasso","Lasso (glmnet)",0.502473553589572,0.37516422308765,0.503532859131723,0.711358869129047
"lm","Regressao Linear (lm)",0.502653249054113,0.375473573718159,0.503117364867863,0.715803313573491
"rpart","Arvore (rpart) cp=0.005 maxdepth=5",0.512000529678252,0.367805573640573,0.48154260407962,0.733619091047272
"ridge","Ridge (glmnet)",0.521355064544234,0.390555137918362,0.466784893618535,0.680740668360367
"baseline","Baseline (media treino)",0.715384075916184,0.582048523679352,-0.000433052624195041,0.600267300718737
