"variavel","prop_1"
"WiFi_gratuito",0.805860805860806
"Estacionamento_gratuito",0.749084249084249
"Tomar_medidas_seguranca",0.584249084249084
"CarimboTripAdvisor",0.333333333333333
"Visitar_website_hotel",0.296703296703297
"Piscina",0.201465201465201
"Breakfast",0.144688644688645
"Restaurante",0.122710622710623
"Patrocinado",0.0347985347985348
"Servico_quartos",0.0274725274725275
"Bar_lounge",0.00549450549450549
"Praia",0.00366300366300366
