"variavel","cor_pearson"
"score_review",1
"Tomar_medidas_seguranca",0.620313837349191
"Estacionamento_gratuito",0.494401826104475
"logavaliacoes",0.449632577381147
"CarimboTripAdvisor",0.39633046715658
"Visitar_website_hotel",0.362148513638735
"WiFi_gratuito",0.251008367178409
"Patrocinado",0.118597414928473
"Breakfast",0.084598369924332
"Praia",0.0311981276646787
"Bar_lounge",-0.0999302607272957
"Servico_quartos",-0.147851429437545
"Piscina",-0.177651676062684
"Restaurante",-0.278413703474281
